"name","asset_tag","serial_number","location","location.city","u_building","u_room","u_floor","po_number","u_retired_date","u_last_rounded_date","u_device_rounding","u_department_location","location.u_deskside_assignment_group","model_id"
"AO001727","HSS-8092528","T23713M120","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","Multipurpose room","2","VIHATRP20250310-001","","06/18/2026","Mobile Cart","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 24 V2"
"AO001720","HSS-8094867","C24223M095","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","Glass closet","2","ISLHTRP20250811-014","","06/18/2026","Mobile Cart","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"LD056550","HSS-8095241","27TN774","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2574","2","ISLHTRP20250825-088","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"PC036771","HSS-8080764","B6FVPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2564","2","VIHATRP20231127-015","","06/09/2026","Critical Clinical","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC022548","HSS-8085916","B264X04","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2554","2","VIHATRP20240422-078","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC052255","HSS-8079571","1X9VPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2500","2","VIHATRP20231023-025","","06/09/2026","Critical Clinical","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD057459","HSS-8096911","PF5WZRWG","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","Victoria","Main building","unknown","3","ISHTRP20251222-005","","","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO THINKPAD T14 GEN6"
"PC065054","HSS-8022579","CWXQTD3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2527a","2","VIHATRP20210728-055","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell PRECISION 5820 TOWER V2"
"PC066059","HSS-8066085","8S6CWM3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2517","2","VIHATRP20220829-150","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell PRECISION 5820 TOWER V2"
"PC049878","HSS-8097654","MZ034L3T","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2570 adjacent","2","ISLHTRP20260216-037","","06/06/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO M90q Gen 5 Desktop 512HD"
"PC065053","HSS-8022578","CWYNTD3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2531","2","VIHATRP20210728-054","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell PRECISION 5820 TOWER V2"
"PC039712","HSS-8085288","DND4X04","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2528","2","VIHATRP20240603-030","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC051221","HSS-8071246","BRYMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2530","2","VIHATRP20230123-106","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC066060","HSS-8066083","9F0CWM3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2532","2","VIHATRP20220829-148","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell PRECISION 5820 TOWER V2"
"PC033587","HSS-8072332","D5XKPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2564","2","VIHATRP20230221-069","","06/09/2026","Critical Clinical","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC051979","HSS-8079551","B7YVPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2513","2","VIHATRP20231023-002","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC022545","HSS-8087726","JNH5724","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2523 (Hallway)","2","VIHATRP20240617-041","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC039694","HSS-8061227","H5S2XP3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2500C","2","VIHATRP20220808-229","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC061725","HSS-8079584","HRQVPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2536","2","VIHATRP20231023-038","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC051464","HSS-8086338","C5S7D14","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2575","2","VIHATRP20240506-009","","07/09/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC051972","HSS-8058043","6SJRMH3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","Imaging hallway","2","VIHATRP20220411-033","","06/06/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7090 MICRO V1"
"PC051980","HSS-8079568","5SG2QR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2547B","2","VIHATRP20231023-022","","07/09/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC066064","HSS-8066086","6SDFNK3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","unknown","2","VIHATRP20220829-151","","06/29/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell PRECISION 5820 TOWER V2"
"PC050815","HSS-8071802","HZJMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2564","2","VIHATRP20230206-097","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC050822","HSS-8087730","F8Z0724","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2509","2","VIHATRP20240617-045","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC050817","HSS-8079569","BTQVPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2526","2","VIHATRP20231023-023","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC031836","HSS-8069550","G6KQQN3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2535a","2","VIHATRP20221212-045","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC051472","HSS-8088829","JLH5724","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2570","2","VIHATRP20240729-022","","06/06/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC031794","HSS-8061646","JQRQQN3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","2517A","2","VIHATRP20220815-109","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC067052","HSS-8069335","G5KQQN3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2519","2","VIHATRP20221205-039","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC050827","HSS-8071244","CNVMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2518","2","VIHATRP20230123-104","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD057455","HSS-8096915","PF5WYGB8","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","Victoria","Main building","unknown","3","ISHTRP20251222-009","","06/22/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO THINKPAD T14 GEN6"
"LD068368","HSS-1901112","DTKPCW3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","132","1","DMND0005056","","06/18/2026","General Rounding","Mental Health and Safety","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD080848","HSS-1044117","41CRDY3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","132","1","REQ1095796-RITM1153424-SCTASK1856511","","06/18/2026","General Rounding","Mental health and Safety","NTT-Deskside Services-VictoriaGen-Local","DELL LATITUDE 7440 V2"
"LD100808","HSS-8078899","3NPGCY3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","132","1","REQ1095803-RITM1153433-SCTASK1855745","","06/18/2026","General Rounding","Mental Health and Safety","NTT-Deskside Services-VictoriaGen-Local","DELL LATITUDE 7440 V2"
"LD085645","HSS-1043474","5KHY4X3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","main building","102","1","REQ1141156-RITM1201448-SCTASK1927486","","06/18/2026","General Rounding","Mental health and Safety","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7430 V1"
"LD085014","HSS-1044354","81XQGY3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","132","1","REQ1117965-RITM1176595-SCTASK1896148","","06/18/2026","General Rounding","Mental health and Safety","NTT-Deskside Services-VictoriaGen-Local","DELL LATITUDE 7440 V2"
"LD073658","HSS-1043534","18FZ4X3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","132","1","REQ1014149-RITM1066960-SCTASK1736620","","06/18/2026","General Rounding","Mental Health and Safety","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7430 V1"
"LD068364","HSS-1901108","H7MQCW3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","101","1","DMND0005056","","06/18/2026","General Rounding","Mental Health and Safety","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD067643","HSS-1046350","963RTW3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main","122","1","REQ1271920-RITM1341072-SCTASK2173485","","06/18/2026","Excluded","Mental Health and Safety","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD068367","HSS-1901111","4LDVCW3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","101","1","DMND0005056","","06/18/2026","General Rounding","Mental Health and Safety","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD068363","HSS-1901107","C58WCW3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","104","1","DMND0005056","","06/18/2026","General Rounding","Mental health and Safety","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD073653","HSS-1043529","6J4Z4X3","VIHA-VADR-Victoria Allandale Road-Main Building","Victoria","Main","101","1","REQ1014149-RITM1066953-SCTASK1736338","","06/18/2026","Excluded","Mental Health and Safety","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7430 V1"
"LD073652","HSS-1043528","C9FZ4X3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","132","1","REQ1014149-RITM1066956-SCTASK1736334","","06/18/2026","General Rounding","Mental Health and Safety","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7430 V1"
"LD085646","HSS-1044642","DPTRGY3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","main building","122","1","REQ1141160-RITM1201452-SCTASK1927536","","06/18/2026","General Rounding","Mental Health and Safety","NTT-Deskside Services-VictoriaGen-Local","DELL LATITUDE 7440 V2"
"LD068369","HSS-1901113","CJDVCW3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","101","1","DMND0005056","","06/18/2026","General Rounding","Mental Health and Safety","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD085015","HSS-1044355","4DXDFY3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","132","1","REQ1122192-RITM1181097-SCTASK1896192","","06/18/2026","General Rounding","Mental Health and Safety","NTT-Deskside Services-VictoriaGen-Local","Dell OPTIPLEX 7090 ULTRA V2"
"LD085121","HSS-1039574","5SB9LN3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","132","1","REQ0773555-RITM0812698-SCTASK1281484","","06/18/2026","General Rounding","Mental Health and Safety","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"LD059552","HSS-8096714","PF5X95E4","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","132","1","ISLHTRP20251208-086","","06/18/2026","General Rounding","Mental Health and Safety","NTT-Deskside Services-VictoriaGen-Local","LENOVO THINKPAD T14 GEN6"
"LD068366","HSS-1901110","3LDVCW3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","101","1","DMND0005056","","06/18/2026","General Rounding","Mental Health and Safety","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD020495","HSS-8059642","16Q44J3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","127","1","VIHATRP20220704-048","","06/18/2026","General Rounding","Mental Health and Safety","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"LD026957","HSS-8069798","15M73J3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main Building","121","1","VIHATRP20221219-018","","06/18/2026","General Rounding","MHSU","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"LD100729","HSS-1043924","F52RGY3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","124","1","REQ1077753-RITM1134189-SCTASK1817720","","06/18/2026","General Rounding","MHSU","NTT-Deskside Services-VictoriaGen-Local","DELL LATITUDE 7440 V2"
"LD061105","HSS-1035237","6PL63J3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","n/a","1","REQ0592888-RITM0622683-SCTASK0972361","","03/28/2026","General Rounding","MHSU","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"LD064453","HSS-1044328","3TWZFY3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","110","1","REQ1117964-RITM1176594-SCTASK1890916","","06/18/2026","General Rounding","MHSU","NTT-Deskside Services-VictoriaGen-Local","DELL LATITUDE 7440 V2"
"LD100812","HSS-1044119","CZK0FY3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","n/a","1","REQ1095803-RITM1153431-SCTASK1855753","","01/28/2024","General Rounding","MHSU","NTT-Deskside Services-VictoriaGen-Local","DELL LATITUDE 7440 V2"
"LD073660","HSS-1043535","FT8Z4X3","VIHA-VADR-Victoria Allandale Road-Main Building","Victoria","EMP","119","1","REQ1014149-RITM1066957-SCTASK1736685","","04/06/2024","Excluded","MHSU","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7430 V1"
"LD125049","HSS-1042759","90DYHW3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","120","1","REQ0957556-RITM1007126-SCTASK1602776","","06/18/2026","General Rounding","MHSU","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7430 V1"
"LD101865","HSS-1046111","DCZSCW3","VIHA-VADR-Victoria Allandale Road-Main Building","Victoria","1250 Quadra","105","1","REQ1271938-RITM1341090-SCTASK2147738","","","Excluded","MHSU","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"PC028388","HSS-8069795","CR15XP3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main Building","VIHA Storeroom","1","VIHATRP20221219-015","","","General Rounding","MHSU","NTT-Deskside Services-VictoriaGen-Local","Dell OPTIPLEX 7000 MICRO V1"
"LD059552LEG","HSS-1973694","2H5X5G3","VIHA-VADR-Victoria Allandale Road-Main Building","Victoria","Main building","Cubicles","1","DMND0003213","","","Excluded","MHSU","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"LD101866","HSS-1046112","1DZSCW3","VIHA-VADR-Victoria Allandale Road-Main Building","Victoria","1250 Quadra","107","1","REQ1271931-RITM1341083-SCTASK2147748","","","Excluded","MHSU","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD073661","HSS-1043536","JP3Z4X3","VIHA-VADR-Victoria Allandale Road-Main Building","Victoria","EMP","open office area","1","REQ1014149-RITM1066959-SCTASK1736696","","04/06/2024","Excluded","MHSU","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7430 V1"
"LD073656","HSS-1043532","G9WX4X3","VIHA-VADR-Victoria Allandale Road-Main Building","Victoria","EMP","open office area","1","REQ1014149-RITM1066955-SCTASK1736528","","04/06/2024","Excluded","MHSU","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7430 V1"
"LD028375","HSS-8072757","20L3NN3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","VIHA Storeroom","1","VIHA1404349","","","General Rounding","MHSU","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"LD100813","HSS-1044114","41K0FY3","VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor","Victoria","Main building","open office area","1","REQ1095803-RITM1153432-SCTASK1855766","","01/28/2024","General Rounding","MHSU","NTT-Deskside Services-VictoriaGen-Local","DELL LATITUDE 7440 V2"
